filename;width;height;class;xmin;ymin;xmax;ymax
frame5992_jpg.rf.ef7cfa1e1e9a15e343f89247d2e2b7a0.jpg;640;640;Shelling;77;343;251;405
frame5992_jpg.rf.ef7cfa1e1e9a15e343f89247d2e2b7a0.jpg;640;640;Cracks-Scratches;390;419;416;427
frame6000_jpg.rf.eeabc156795086d57fa2666a7f1ec1f8.jpg;640;640;Wheel;0;192;536;332
frame6000_jpg.rf.eeabc156795086d57fa2666a7f1ec1f8.jpg;640;640;Shelling;5;200;229;247
frame6000_jpg.rf.eeabc156795086d57fa2666a7f1ec1f8.jpg;640;640;Cracks-Scratches;448;222;471;231
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Wheel;276;131;371;544
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Cracks-Scratches;318;145;356;298
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Shelling;279;442;302;497
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Shelling;278;346;311;453
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Discoloration;297;272;320;295
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Discoloration;292;325;312;346
frame1503_jpg.rf.f4cbeae92991d9c89ac980d961b4b363.jpg;640;640;Discoloration;303;146;347;264
frame9108_jpg.rf.f213d4c3ec48bfab3b96eb87faca100d.jpg;640;640;Wheel;117;286;473;404
frame9108_jpg.rf.f213d4c3ec48bfab3b96eb87faca100d.jpg;640;640;Shelling;371;336;436;369
frame6473_jpg.rf.f4208144890c61adc56541cce41e6051.jpg;640;640;Wheel;84;266;518;353
frame6473_jpg.rf.f4208144890c61adc56541cce41e6051.jpg;640;640;Shelling;102;276;237;306
frame6473_jpg.rf.f4208144890c61adc56541cce41e6051.jpg;640;640;Cracks-Scratches;307;268;381;280
frame9110_jpg.rf.f636ead8bd702b75d174e6ce1df178c9.jpg;640;640;Wheel;308;105;449;596
frame9110_jpg.rf.f636ead8bd702b75d174e6ce1df178c9.jpg;640;640;Shelling;407;427;443;595
frame7751_jpg.rf.f977bd2b60dea95fa304117c01c0433f.jpg;640;640;Wheel;168;4;328;540
frame7751_jpg.rf.f977bd2b60dea95fa304117c01c0433f.jpg;640;640;Shelling;177;12;221;177
frame7750_jpg.rf.f3d9495a7da126f974dc91faf05f7d55.jpg;640;640;Wheel;185;107;339;552
frame7750_jpg.rf.f3d9495a7da126f974dc91faf05f7d55.jpg;640;640;Shelling;194;427;227;548
frame9281_jpg.rf.f52c70786721de81da4ddfc498adfcb3.jpg;640;640;Wheel;139;315;307;361
frame6541_jpg.rf.f666d138578d1fb1f7bed39a48a82ee8.jpg;640;640;Wheel;280;171;421;522
frame6541_jpg.rf.f666d138578d1fb1f7bed39a48a82ee8.jpg;640;640;Cracks-Scratches;389;308;400;342
frame5984_jpg.rf.f33a0d7cec786b92fb236a0ab64cb388.jpg;640;640;Wheel;301;138;414;529
frame5984_jpg.rf.f33a0d7cec786b92fb236a0ab64cb388.jpg;640;640;Shelling;377;145;404;271
frame5984_jpg.rf.f33a0d7cec786b92fb236a0ab64cb388.jpg;640;640;Cracks-Scratches;394;355;402;389
frame9105_jpg.rf.f6d17636528c86ab03883c25cb1500d9.jpg;640;640;Wheel;132;299;401;368
frame9105_jpg.rf.f6d17636528c86ab03883c25cb1500d9.jpg;640;640;Shelling;311;305;354;321
frame5974_jpg.rf.f5e64395799c8499e4279334aa80769a.jpg;640;640;Wheel;116;247;447;345
frame5974_jpg.rf.f5e64395799c8499e4279334aa80769a.jpg;640;640;Shelling;359;257;440;284
frame5974_jpg.rf.f5e64395799c8499e4279334aa80769a.jpg;640;640;Cracks-Scratches;319;249;349;257
frame5978_jpg.rf.f746d0cceb8a8a83b5fdd3423d1d68ae.jpg;640;640;Wheel;240;115;343;466
frame5978_jpg.rf.f746d0cceb8a8a83b5fdd3423d1d68ae.jpg;640;640;Cracks-Scratches;244;292;252;327
frame5978_jpg.rf.f746d0cceb8a8a83b5fdd3423d1d68ae.jpg;640;640;Shelling;248;362;277;459
frame5974_jpg.rf.f80f77909289c7ed14497bdb5f13e713.jpg;640;640;Wheel;246;193;346;523
frame5974_jpg.rf.f80f77909289c7ed14497bdb5f13e713.jpg;640;640;Shelling;256;203;279;284
frame5974_jpg.rf.f80f77909289c7ed14497bdb5f13e713.jpg;640;640;Cracks-Scratches;249;294;257;324
frame7043_jpg.rf.f92987087827a57b4e85134be9bc3681.jpg;640;640;Wheel;308;316;506;365
frame7043_jpg.rf.f92987087827a57b4e85134be9bc3681.jpg;640;640;Cracks-Scratches;341;338;397;341
frame7599_jpg.rf.f9feb34d3955299fac3740c5121fb180.jpg;640;640;Wheel;307;183;368;507
frame7599_jpg.rf.f9feb34d3955299fac3740c5121fb180.jpg;640;640;Discoloration;314;315;328;350
frame7599_jpg.rf.f9feb34d3955299fac3740c5121fb180.jpg;640;640;Shelling;316;205;330;235
frame7599_jpg.rf.f9feb34d3955299fac3740c5121fb180.jpg;640;640;Shelling;315;257;325;313
frame9105_jpg.rf.f4566ffb1dd1b101e6c3443191ad29c8.jpg;640;640;Wheel;301;236;365;509
frame9105_jpg.rf.f4566ffb1dd1b101e6c3443191ad29c8.jpg;640;640;Shelling;306;283;322;326
frame5972_jpg.rf.f8c080b9cd550a2c38be1431cd14a13a.jpg;640;640;Wheel;296;200;391;517
frame5972_jpg.rf.f8c080b9cd550a2c38be1431cd14a13a.jpg;640;640;Shelling;353;202;380;282
frame5972_jpg.rf.f8c080b9cd550a2c38be1431cd14a13a.jpg;640;640;Cracks-Scratches;380;276;387;306
frame9106_jpg.rf.f7853a9b179f779865e2f919b6e02227.jpg;640;640;Wheel;233;275;508;369
frame9106_jpg.rf.f7853a9b179f779865e2f919b6e02227.jpg;640;640;Shelling;282;289;313;306
frame5972_jpg.rf.fa223130bdf37da365114337bd5c5060.jpg;640;640;Wheel;233;125;353;440
frame5972_jpg.rf.fa223130bdf37da365114337bd5c5060.jpg;640;640;Shelling;269;362;310;437
frame5972_jpg.rf.fa223130bdf37da365114337bd5c5060.jpg;640;640;Cracks-Scratches;258;341;268;370
frame9020_jpg.rf.fa261a2daeb0dfa0a4c1d415ea985409.jpg;640;640;Wheel;126;271;478;351
frame9020_jpg.rf.fa261a2daeb0dfa0a4c1d415ea985409.jpg;640;640;Shelling;346;284;378;296
frame9020_jpg.rf.fa261a2daeb0dfa0a4c1d415ea985409.jpg;640;640;Cracks-Scratches;215;297;311;305
frame9235_jpg.rf.f8503e1e52a06287c6db373273c0f04c.jpg;640;640;Wheel;238;149;297;229
frame2306_jpg.rf.f6ead76de6cec0c0378769b7a886df15.jpg;640;640;Wheel;183;0;333;536
frame2306_jpg.rf.f6ead76de6cec0c0378769b7a886df15.jpg;640;640;Shelling;194;2;235;161
frame2306_jpg.rf.f6ead76de6cec0c0378769b7a886df15.jpg;640;640;Cracks-Scratches;228;235;240;268
frame6000_jpg.rf.f91a51ba24ce4c01fade079c18437fd4.jpg;640;640;Wheel;193;0;333;536
frame6000_jpg.rf.f91a51ba24ce4c01fade079c18437fd4.jpg;640;640;Shelling;200;8;243;232
frame6000_jpg.rf.f91a51ba24ce4c01fade079c18437fd4.jpg;640;640;Cracks-Scratches;226;450;235;473
frame5992_jpg.rf.ea982807a536ab7ec83e04856de0b306.jpg;640;640;Wheel;107;301;588;425
frame5992_jpg.rf.ea982807a536ab7ec83e04856de0b306.jpg;640;640;Shelling;379;380;556;416
frame5992_jpg.rf.ea982807a536ab7ec83e04856de0b306.jpg;640;640;Cracks-Scratches;210;402;236;410
frame9105_jpg.rf.fb473494c305b7e30254b0330229dc15.jpg;640;640;Wheel;298;238;361;507
frame9105_jpg.rf.fb473494c305b7e30254b0330229dc15.jpg;640;640;Shelling;302;285;318;327
frame7729_jpg.rf.ffa7c0a45928b3947895529b1b2739f5.jpg;640;640;Wheel;219;2;375;521
frame7729_jpg.rf.ffa7c0a45928b3947895529b1b2739f5.jpg;640;640;Shelling;261;23;334;168
frame7729_jpg.rf.ffa7c0a45928b3947895529b1b2739f5.jpg;640;640;Discoloration;236;164;285;316
frame7043_jpg.rf.fad8264ee03540cc67f19589647e85f2.jpg;640;640;Wheel;316;307;365;503
frame7043_jpg.rf.fad8264ee03540cc67f19589647e85f2.jpg;640;640;Cracks-Scratches;338;339;341;394
frame5972_jpg.rf.fbaa526b6d32acdaee1c2260ab4dc2f0.jpg;640;640;Wheel;250;205;346;520
frame5972_jpg.rf.fbaa526b6d32acdaee1c2260ab4dc2f0.jpg;640;640;Shelling;257;210;281;290
frame5972_jpg.rf.fbaa526b6d32acdaee1c2260ab4dc2f0.jpg;640;640;Cracks-Scratches;253;284;259;314
frame7603_jpg.rf.f98aec326e1fa87c18307be6331a6ee1.jpg;640;640;Wheel;103;290;516;373
frame7603_jpg.rf.f98aec326e1fa87c18307be6331a6ee1.jpg;640;640;Shelling;124;331;262;364
frame7603_jpg.rf.f98aec326e1fa87c18307be6331a6ee1.jpg;640;640;Discoloration;264;345;304;366
frame9103_jpg.rf.ff9fe32e71775d42ddbbcb1cd84885b6.jpg;640;640;Wheel;152;237;358;329
frame9103_jpg.rf.ff9fe32e71775d42ddbbcb1cd84885b6.jpg;640;640;Shelling;294;299;316;313
frame9220_jpg.rf.fdb611c382e39c3f7f5c847d84f612bc.jpg;640;640;Wheel;356;314;502;359
frame1515_jpg.rf.ff430ee364be997398fb94da741e8237.jpg;640;640;Wheel;276;280;354;509
frame1515_jpg.rf.ff430ee364be997398fb94da741e8237.jpg;640;640;Cracks-Scratches;307;325;331;497
frame1515_jpg.rf.ff430ee364be997398fb94da741e8237.jpg;640;640;Discoloration;287;418;318;493
frame7623_jpg.rf.fedcb916f41fe0d02ced976ada9f99aa.jpg;640;640;Wheel;291;130;363;424
frame7623_jpg.rf.fedcb916f41fe0d02ced976ada9f99aa.jpg;640;640;Shelling;298;324;311;356
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Wheel;132;205;612;378
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Shelling;376;214;510;261
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Cracks-Scratches;143;276;351;361
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Discoloration;232;272;281;310
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Discoloration;349;244;379;274
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Discoloration;147;290;235;342
frame1505_jpg.rf.fe813dfc0d1d76b83abb57e1521aa0af.jpg;640;640;Shelling;506;209;556;235
frame9106_jpg.rf.fe24bbb216e14dc23a55e74b2ddb43a7.jpg;640;640;Wheel;285;231;358;511
frame9106_jpg.rf.fe24bbb216e14dc23a55e74b2ddb43a7.jpg;640;640;Shelling;294;282;310;312
frame2302_jpg.rf.feece9c171853f14937592b2a345dd5d.jpg;640;640;Wheel;110;208;640;335
frame2302_jpg.rf.feece9c171853f14937592b2a345dd5d.jpg;640;640;Cracks-Scratches;458;246;486;260
frame2302_jpg.rf.feece9c171853f14937592b2a345dd5d.jpg;640;640;Shelling;441;218;633;262
frame9105_jpg.rf.f6ab764b6d8d892b62ce7738c0344216.jpg;640;640;Wheel;289;141;392;396
frame9105_jpg.rf.f6ab764b6d8d892b62ce7738c0344216.jpg;640;640;Shelling;300;310;322;351
frame7054_jpg.rf.ff60ca483e5474efcf0d30d1806cf1ae.jpg;640;640;Wheel;265;202;351;514
frame7054_jpg.rf.ff60ca483e5474efcf0d30d1806cf1ae.jpg;640;640;Cracks-Scratches;298;289;304;368
frame5987_jpg.rf.a3c97d928d8bc0c22fca0e703cfca0e5.jpg;640;640;Wheel;221;110;343;530
frame5987_jpg.rf.a3c97d928d8bc0c22fca0e703cfca0e5.jpg;640;640;Shelling;231;372;259;521
frame5987_jpg.rf.a3c97d928d8bc0c22fca0e703cfca0e5.jpg;640;640;Cracks-Scratches;240;240;248;263
frame2306_jpg.rf.a403a84c31ff4cb9118e8e172dbf1b4f.jpg;640;640;Wheel;309;0;457;535
frame2306_jpg.rf.a403a84c31ff4cb9118e8e172dbf1b4f.jpg;640;640;Shelling;400;0;444;159
frame2306_jpg.rf.a403a84c31ff4cb9118e8e172dbf1b4f.jpg;640;640;Cracks-Scratches;400;234;412;266
frame2305_jpg.rf.a51533287cd5614de7584289907bab3d.jpg;640;640;Wheel;0;310;532;453
frame2305_jpg.rf.a51533287cd5614de7584289907bab3d.jpg;640;640;Cracks-Scratches;211;396;246;411
frame2305_jpg.rf.a51533287cd5614de7584289907bab3d.jpg;640;640;Shelling;2;404;176;442
frame7608_jpg.rf.a4abccc9476c6e490b1c25aaefbbf864.jpg;640;640;Wheel;307;104;456;640
frame7608_jpg.rf.a4abccc9476c6e490b1c25aaefbbf864.jpg;640;640;Shelling;415;393;446;435
frame7608_jpg.rf.a4abccc9476c6e490b1c25aaefbbf864.jpg;640;640;Shelling;405;474;445;635
frame7608_jpg.rf.a4abccc9476c6e490b1c25aaefbbf864.jpg;640;640;Discoloration;419;436;446;474
frame7608_jpg.rf.a4abccc9476c6e490b1c25aaefbbf864.jpg;640;640;Discoloration;410;290;446;393
frame9281_jpg.rf.a49b558f3f328d270aee95449725631c.jpg;640;640;Wheel;139;311;308;358
frame5994_jpg.rf.a455dc04e8348420418a6c0c3b85de9c.jpg;640;640;Wheel;103;285;607;467
frame5994_jpg.rf.a455dc04e8348420418a6c0c3b85de9c.jpg;640;640;Shelling;368;404;546;457
frame5994_jpg.rf.a455dc04e8348420418a6c0c3b85de9c.jpg;640;640;Cracks-Scratches;182;379;208;391
frame2307_jpg.rf.a756c0833e53609d0889569c1a735975.jpg;640;640;Wheel;173;0;387;524
frame2307_jpg.rf.a756c0833e53609d0889569c1a735975.jpg;640;640;Shelling;233;0;307;129
frame2307_jpg.rf.a756c0833e53609d0889569c1a735975.jpg;640;640;Cracks-Scratches;233;237;250;270
frame2302_jpg.rf.a80b6bd6939ed9b80e3bf9f74e5ce498.jpg;640;640;Wheel;109;214;638;338
frame2302_jpg.rf.a80b6bd6939ed9b80e3bf9f74e5ce498.jpg;640;640;Cracks-Scratches;457;253;484;266
frame2302_jpg.rf.a80b6bd6939ed9b80e3bf9f74e5ce498.jpg;640;640;Shelling;441;225;631;272
frame7608_jpg.rf.a70afcd2555c94f86eb9d6376d7172ec.jpg;640;640;Wheel;97;164;636;334
frame7608_jpg.rf.a70afcd2555c94f86eb9d6376d7172ec.jpg;640;640;Shelling;385;183;426;216
frame7608_jpg.rf.a70afcd2555c94f86eb9d6376d7172ec.jpg;640;640;Shelling;464;176;629;208
frame7608_jpg.rf.a70afcd2555c94f86eb9d6376d7172ec.jpg;640;640;Discoloration;426;180;466;209
frame7608_jpg.rf.a70afcd2555c94f86eb9d6376d7172ec.jpg;640;640;Discoloration;279;185;382;228
frame5981_jpg.rf.a6605f3b60c289de5a0f2580630efc81.jpg;640;640;Wheel;236;156;343;525
frame5981_jpg.rf.a6605f3b60c289de5a0f2580630efc81.jpg;640;640;Shelling;243;165;271;270
frame5981_jpg.rf.a6605f3b60c289de5a0f2580630efc81.jpg;640;640;Cracks-Scratches;242;335;249;361
frame9089_jpg.rf.a5fc191481fcc287b3eacd3774c30b3d.jpg;640;640;Wheel;254;147;347;439
frame9089_jpg.rf.a5fc191481fcc287b3eacd3774c30b3d.jpg;640;640;Shelling;321;335;340;427
frame7604_jpg.rf.a2d117ead21839b8f5fa0631659ed874.jpg;640;640;Wheel;127;227;549;385
frame7604_jpg.rf.a2d117ead21839b8f5fa0631659ed874.jpg;640;640;Shelling;368;233;523;274
frame7604_jpg.rf.a2d117ead21839b8f5fa0631659ed874.jpg;640;640;Discoloration;329;255;366;285
frame7604_jpg.rf.a2d117ead21839b8f5fa0631659ed874.jpg;640;640;Shelling;309;265;331;288
frame7604_jpg.rf.a2d117ead21839b8f5fa0631659ed874.jpg;640;640;Discoloration;283;273;310;298
frame2302_jpg.rf.a3469fe468b09f9733c2ce566dae0e8e.jpg;640;640;Wheel;294;4;447;530
frame2302_jpg.rf.a3469fe468b09f9733c2ce566dae0e8e.jpg;640;640;Cracks-Scratches;395;163;407;191
frame2302_jpg.rf.a3469fe468b09f9733c2ce566dae0e8e.jpg;640;640;Shelling;411;16;437;211
frame7604_jpg.rf.a840ecb4d02a6ee2127971033b9bbb50.jpg;640;640;Wheel;288;83;385;519
frame7604_jpg.rf.a840ecb4d02a6ee2127971033b9bbb50.jpg;640;640;Shelling;323;102;367;253
frame7604_jpg.rf.a840ecb4d02a6ee2127971033b9bbb50.jpg;640;640;Discoloration;348;255;373;295
frame7604_jpg.rf.a840ecb4d02a6ee2127971033b9bbb50.jpg;640;640;Shelling;354;296;374;314
frame7604_jpg.rf.a840ecb4d02a6ee2127971033b9bbb50.jpg;640;640;Discoloration;355;317;376;340
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Wheel;0;303;518;409
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Shelling;4;365;212;405
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Discoloration;208;376;258;404
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Discoloration;369;356;493;396
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Cracks-Scratches;281;359;388;372
frame1506_jpg.rf.a553f7ab3d2e28e71c22f17278cc431d.jpg;640;640;Cracks-Scratches;386;330;514;363
frame1515_jpg.rf.a6c9cc5649cf67b1dd6550449a3f5c00.jpg;640;640;Wheel;284;130;366;360
frame1515_jpg.rf.a6c9cc5649cf67b1dd6550449a3f5c00.jpg;640;640;Cracks-Scratches;324;143;338;317
frame1515_jpg.rf.a6c9cc5649cf67b1dd6550449a3f5c00.jpg;640;640;Discoloration;337;147;362;225
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Wheel;233;19;357;517
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Shelling;238;119;269;256
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Cracks-Scratches;279;287;338;505
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Discoloration;266;358;298;407
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Discoloration;251;257;278;285
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Discoloration;277;407;320;499
frame1505_jpg.rf.a4aae779a90ce45cb8654053cb55f97c.jpg;640;640;Shelling;239;71;260;125
frame5976_jpg.rf.a687cc14b37bb96a28e590072caa2e26.jpg;640;640;Wheel;297;179;403;520
frame5976_jpg.rf.a687cc14b37bb96a28e590072caa2e26.jpg;640;640;Cracks-Scratches;386;295;395;320
frame5976_jpg.rf.a687cc14b37bb96a28e590072caa2e26.jpg;640;640;Shelling;345;182;381;271
frame9235_jpg.rf.a2d7f7fbfd25016ea73d78a571890d59.jpg;640;640;Wheel;318;416;363;505
frame6542_jpg.rf.a2535fa67de6860454757b97e0cd9c99.jpg;640;640;Wheel;231;112;345;490
frame6542_jpg.rf.a2535fa67de6860454757b97e0cd9c99.jpg;640;640;Shelling;253;447;280;484
frame6542_jpg.rf.a2535fa67de6860454757b97e0cd9c99.jpg;640;640;Cracks-Scratches;232;295;242;324
frame7727_jpg.rf.a8333c46778fe71f49951c0d372ad7f5.jpg;640;640;Wheel;120;287;559;384
frame7727_jpg.rf.a8333c46778fe71f49951c0d372ad7f5.jpg;640;640;Shelling;414;320;542;366
frame7727_jpg.rf.a8333c46778fe71f49951c0d372ad7f5.jpg;640;640;Discoloration;292;348;413;375
frame7608_jpg.rf.a691960711f50392e4b086199d0da38e.jpg;640;640;Wheel;6;300;538;489
frame7608_jpg.rf.a691960711f50392e4b086199d0da38e.jpg;640;640;Shelling;220;426;260;460
frame7608_jpg.rf.a691960711f50392e4b086199d0da38e.jpg;640;640;Shelling;19;441;183;474
frame7608_jpg.rf.a691960711f50392e4b086199d0da38e.jpg;640;640;Discoloration;179;435;220;466
frame7608_jpg.rf.a691960711f50392e4b086199d0da38e.jpg;640;640;Discoloration;262;409;364;456
frame5971_jpg.rf.a203738dfb9b0e3b2962cbeb1077f475.jpg;640;640;Wheel;119;297;432;396
